test,domain,skill,difficulty,question_text_latex,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,step_1,step_2,step_3,step_4,step_5,step_6
Math,Algebra,Linear equations in one variable,Hard,"A mobile plan costs $45 per month, which includes 10 gigabytes (GB) of data. For any data usage beyond 10 GB, the company charges $8 per GB. Last month, a customer's total bill was $81. How many total gigabytes of data did the customer use?",,,,,14.5,"14.5, 29/2",Let $d$ be the total gigabytes of data the customer used. The base cost is $45 for up to 10 GB.,"The customer's bill of $81 is greater than the base cost, which means they used more than 10 GB. First, calculate the cost of the data overage: $81 - $45 = $36.",The charge for overage is $8 per GB. Let $g$ be the number of gigabytes used beyond the initial 10 GB. The equation for the overage cost is $8g = 36$.,Solve for $g$ by dividing both sides by 8: $g = \rac{36}{8} = \rac{9}{2} = 4.5$ GB.,This $g$ represents the data used *in addition* to the 10 GB included in the plan.,The total data used is the sum of the included data and the overage data: $d = 10 + 4.5 = 14.5$ GB.
Math,Algebra,Linear equations in one variable,Hard,"If $\rac{2}{5}(2y+1) - 4 = \rac{1}{2}(2y+1) - 5$, what is the value of the expression $2y+1$?",,,,,10,10,"To simplify solving the equation, notice that the expression $(2y+1)$ appears on both sides. Let's use substitution. Let $Z = 2y+1$.",The equation can be rewritten in terms of $Z$: $\rac{2}{5}Z - 4 = \rac{1}{2}Z - 5$.,"Now, solve for $Z$. Rearrange the equation to group $Z$ terms on one side and constants on the other: $5 - 4 = \rac{1}{2}Z - \rac{2}{5}Z$.","Simplify both sides. The left side is 1. For the right side, find a common denominator for the fractions, which is 10: $1 = \rac{5}{10}Z - \rac{4}{10}Z$.",Combine the $Z$ terms: $1 = \rac{1}{10}Z$.,"To isolate $Z$, multiply both sides by 10: $Z = 10$. Since we defined $Z = 2y+1$, the value of the expression $2y+1$ is 10."
Math,Algebra,Linear equations in one variable,Hard,"A large tank can be filled by an inlet pipe in 5 hours. A drainpipe can empty the full tank in 8 hours. If the tank is empty and both pipes are opened simultaneously, how many hours will it take to fill the tank completely?",,,,,40/3,"40/3, 13.333, 13.334","This is a work-rate problem. First, determine the rate of each pipe in terms of 'tanks per hour'.",The rate of the inlet pipe (filling) is $\rac{1 \text{ tank}}{5 \text{ hours}} = \rac{1}{5}$ tank/hour.,The rate of the drainpipe (emptying) is $\rac{1 \text{ tank}}{8 \text{ hours}} = \rac{1}{8}$ tank/hour.,"When both are open, the drainpipe works against the inlet pipe. The combined rate is the difference between their rates: Combined Rate = $\rac{1}{5} - \rac{1}{8}$.","To subtract the fractions, find a common denominator (40): Combined Rate = $\rac{8}{40} - \rac{5}{40} = \rac{3}{40}$ tank/hour.","Let $t$ be the time to fill the tank. The work done is (Rate)(Time) = 1 (for one full tank). So, $\rac{3}{40}t = 1$. Solve for $t$ by multiplying by the reciprocal: $t = \rac{40}{3}$ hours."
Math,Algebra,Linear equations in one variable,Hard,How many solutions does the equation $4(x - 3(1-x)) = 2(8x - 6)$ have?,Zero,Exactly one,Exactly two,Infinitely many,D,,"To determine the number of solutions, we must simplify both sides of the equation completely.","Start with the left side, simplifying the innermost parentheses first: $4(x - 3 + 3x)$.",Combine the like terms inside the parentheses: $4(4x - 3)$.,Now distribute the 4: $16x - 12$. The left side simplifies to $16x - 12$.,"Next, simplify the right side by distributing the 2: $2(8x - 6) = 16x - 12$.","The equation is $16x - 12 = 16x - 12$. Since the expression on the left is identical to the expression on the right, this equation is an identity and is true for all real values of $x$. Therefore, it has infinitely many solutions."
Math,Algebra,Linear equations in one variable,Hard,"An isosceles triangle has a perimeter of 47 inches. The length of one of the two equal sides is given by the expression $5x-3$, and the length of the base is given by $2x+2$. What is the length of the base of the triangle?",,,,,10.5,"10.5, 21/2",The perimeter of a triangle is the sum of the lengths of its three sides. An isosceles triangle has two sides of equal length.,"The lengths of the three sides are $(5x-3)$, $(5x-3)$, and $(2x+2)$.",Set up the equation for the perimeter: $(5x-3) + (5x-3) + (2x+2) = 47$.,Combine like terms on the left side of the equation: $(5x+5x+2x) + (-3-3+2) = 12x - 4$. The equation becomes $12x - 4 = 47$.,Solve for $x$. Add 4 to both sides: $12x = 51$. Divide by 12: $x = \rac{51}{12} = \rac{17}{4}$.,"The question asks for the length of the base, which is given by the expression $2x+2$. Substitute the value of $x$: Length of base = $2(\rac{17}{4}) + 2 = \rac{17}{2} + 2 = 8.5 + 2 = 10.5$ inches."
Math,Algebra,Linear equations in one variable,Hard,"The equation $k(x-3) - 1 = 5x + m$ has no solution, where $k$ and $m$ are constants. Which of the following must be true?<br>I. $k=5$<br>II. $m \neq -1$<br>III. $m \neq -16$",I only,I and II only,III only,I and III only,D,,"First, simplify the left side of the equation by distributing $k$: $kx - 3k - 1 = 5x + m$.","For a linear equation to have no solution, the coefficients of the variable ($x$) on both sides must be equal, and the constant terms on both sides must be unequal.","Equate the coefficients of $x$ to find the value of $k$: $k=5$. Therefore, statement I must be true.","Now, set the constant terms to be unequal: $-3k - 1 \neq m$.",Substitute the value $k=5$ that we found into this inequality: $-3(5) - 1 \neq m$.,"Simplify the left side of the inequality: $-15 - 1 \neq m$, which means $-16 \neq m$. This is statement III. Statement II, $m \neq -1$, is a possible condition, but it is not a required (must be true) condition, as $m$ could be any value other than -16. Therefore, only statements I and III must be true."
Math,Algebra,Linear equations in one variable,Hard,The sum of three consecutive even integers is 66 less than five times the smallest of these integers. What is the largest of the three integers?,,,,,40,40,"Let the three consecutive even integers be represented by $n$, $n+2$, and $n+4$, where $n$ is the smallest.",Find the expression for the sum of these integers: $n + (n+2) + (n+4) = 3n + 6$.,"Translate the phrase '66 less than five times the smallest integer' into an algebraic expression. The smallest integer is $n$, so this is $5n - 66$.",Set the two expressions equal to each other to form the equation: $3n + 6 = 5n - 66$.,Solve the equation for $n$. Subtract $3n$ from both sides: $6 = 2n - 66$. Add 66 to both sides: $72 = 2n$. Divide by 2: $n = 36$.,"The value $n=36$ is the smallest of the three integers. The question asks for the largest. The three integers are 36, 38, and 40. The largest is 40."
Math,Algebra,Linear equations in one variable,Hard,"A company's profit $P$, in dollars, for selling $n$ items is given by the formula $P = R - C$, where $R$ is revenue and $C$ is cost. The revenue is given by $R=8.50n$. The cost is given by $C = 4.25n + 1700$. How many items must the company sell to achieve a profit of $6800?",,,,,2000,2000,The profit formula is $P = R - C$. Substitute the given expressions for revenue $R$ and cost $C$ into this formula.,$P = (8.50n) - (4.25n + 1700)$.,"Simplify the profit expression by distributing the negative sign and combining like terms: $P = 8.50n - 4.25n - 1700$, which simplifies to $P = 4.25n - 1700$.","The problem asks for the number of items, $n$, needed to achieve a profit of $6800. Set $P=6800$ in the simplified profit equation: $6800 = 4.25n - 1700$.","To solve for $n$, first add 1700 to both sides of the equation: $6800 + 1700 = 4.25n$, which gives $8500 = 4.25n$.",Divide both sides by 4.25 to find $n$: $n = \rac{8500}{4.25} = 2000$. The company must sell 2000 items.
Math,Algebra,Linear equations in one variable,Hard,"In the equation $(2x-a)^2 - 4x^2 = 12x + b$, $a$ and $b$ are constants. The equation is an identity, holding true for all values of $x$. What is the value of $b$?",,,,,9,9,"For the equation to be an identity, the expressions on both sides must be equivalent after simplification.","First, expand the $(2x-a)^2$ term on the left side: $(2x-a)^2 = (2x)^2 - 2(2x)(a) + a^2 = 4x^2 - 4ax + a^2$.",Substitute this expanded form back into the equation: $(4x^2 - 4ax + a^2) - 4x^2 = 12x + b$.,Simplify the left side by combining the $4x^2$ and $-4x^2$ terms: $-4ax + a^2 = 12x + b$.,"For this identity to hold true, the coefficients of the $x$ terms on both sides must be equal, and the constant terms must be equal. Equating the coefficients of $x$: $-4a = 12$, which gives $a = -3$.","Equate the constant terms: $a^2 = b$. Substitute the value of $a$ we found: $(-3)^2 = b$, which simplifies to $9 = b$. The value of $b$ is 9."
Math,Algebra,Linear equations in one variable,Hard,"A couple buys a house for a price $P$. They pay a 3% real estate agent's commission on the price $P$. They also pay $5,000 in closing costs plus a 1.5% local tax on the price $P$. Their total expenditure, including the price of the house, was $431,500. Which equation correctly represents this situation?",$P + 0.03P + 0.015P + 5000 = 431500$,$1.03P + 1.015(P+5000) = 431500$,$P(1 + 0.03 + 0.015) = 431500 - 5000$,$P + 0.045P = 431500 + 5000$,A,,"The total expenditure is the sum of all costs. We need to identify and express each cost in terms of the house price, $P$.",The price of the house itself is $P$.,The real estate agent's commission is 3% of the price $P$. This can be written as $0.03P$.,"The closing costs are a flat fee of $5,000.",The local tax is 1.5% of the price $P$. This can be written as $0.015P$.,"The total expenditure is the sum of these four components, which is given as $431,500. So, we add them up: $P + 0.03P + 5000 + 0.015P = 431500$, which is equivalent to option A."
Math,Algebra,Linear equations in one variable,Hard,How many solutions does the equation $\\frac{1}{2}(6x - 2(x-5)) = 2x + 10$ have?,Zero,Exactly one,Infinitely many,Exactly two,A,,"To determine the number of solutions, we must simplify the left side of the equation and compare it to the right side.",Start by simplifying the innermost part of the expression on the left side. Distribute the -2 into $(x-5)$: $-2(x-5) = -2x + 10$.,Substitute this back into the expression inside the main parentheses: $6x + (-2x + 10) = 6x - 2x + 10 = 4x + 10$.,The equation now becomes $\\frac{1}{2}(4x + 10) = 2x + 10$.,Distribute the $\\frac{1}{2}$ on the left side: $\\frac{1}{2}(4x) + \\frac{1}{2}(10) = 2x + 5$. So the equation is $2x + 5 = 2x + 10$.,"Subtract $2x$ from both sides, which leaves $5 = 10$. This is a false statement, which means the original equation has no solution. Thus, there are zero solutions."
Math,Algebra,Linear equations in one variable,Hard,"If $\\frac{5x-4}{3} = \\frac{5x-4}{6} + 2$, what is the value of $5x-4$?",,,,,12,12,"The expression $(5x-4)$ appears on both sides of the equation. To simplify the process, we can substitute a single variable for this expression. Let $Z = 5x-4$.",Rewrite the equation using $Z$: $\\frac{Z}{3} = \\frac{Z}{6} + 2$.,"To solve for $Z$, first eliminate the fractions by multiplying every term by the least common multiple of the denominators (3 and 6), which is 6.",Multiply the entire equation by 6: $6(\\frac{Z}{3}) = 6(\\frac{Z}{6}) + 6(2)$.,Simplify each term: $2Z = Z + 12$.,"Isolate $Z$ by subtracting $Z$ from both sides: $Z = 12$. Since we defined $Z = 5x-4$, the value of the expression $5x-4$ is 12."
Math,Algebra,Linear equations in one variable,Hard,"The sum of the interior angles of a convex polygon with $n$ sides is given by the formula $S = 180(n-2)$. In a certain convex hexagon, the measures of the six angles are $x, 2x, 2x-10, x+40, 3x-30,$ and $x-20$ degrees. What is the measure of the largest angle?",,,,,192,192,"First, determine the total sum of the interior angles for a hexagon. A hexagon has $n=6$ sides. Using the formula $S = 180(n-2)$, we get $S = 180(6-2) = 180(4) = 720$ degrees.","Next, set up an equation by summing the expressions for the six angles and setting it equal to 720: $x + 2x + (2x-10) + (x+40) + (3x-30) + (x-20) = 720$.",Combine the like terms on the left side of the equation. For the $x$ terms: $x+2x+2x+x+3x+x = 10x$. For the constant terms: $-10+40-30-20 = -20$. The equation becomes $10x - 20 = 720$.,Solve the equation for $x$. Add 20 to both sides: $10x = 740$. Divide by 10: $x = 74$.,"Now substitute $x=74$ back into each of the angle expressions to find their measures: $74^\circ$, $2(74)=148^\circ$, $2(74)-10=138^\circ$, $74+40=114^\circ$, $3(74)-30=192^\circ$, $74-20=54^\circ$.","Compare the six angle measures to find the largest one. The angles are 74, 148, 138, 114, 192, and 54. The largest angle is 192 degrees."
Math,Algebra,Linear equations in one variable,Hard,"The equation $7x - 2(ax+3) = 5x - b$ has no solution. If $a$ is an integer and $b$ is a constant, which of the following must be true?<br>I. $a = 1$<br>II. $b = 6$<br>III. $b \neq 6$",I only,II only,I and II only,I and III only,D,,"First, simplify the left side of the equation by distributing the -2: $7x - 2ax - 6 = 5x - b$.",Group the $x$ terms on the left side: $(7 - 2a)x - 6 = 5x - b$.,"For a linear equation to have no solution, two conditions must be met: the coefficients of the variable ($x$) on both sides must be equal, and the constant terms on both sides must not be equal.","Set the coefficients of $x$ equal to each other: $7 - 2a = 5$. Solve for $a$: $-2a = 5 - 7$, so $-2a = -2$ and $a = 1$. Therefore, statement I must be true.","Set the constant terms as unequal: $-6 \neq -b$. Multiplying both sides by -1 gives $6 \neq b$. This is the same as statement III, $b \neq 6$. Therefore, statement III must be true.","Since statement I ($a=1$) and statement III ($b \neq 6$) must both be true for the equation to have no solution, the correct choice is D. Statement II ($b=6$) would cause the equation to have infinitely many solutions, so it must be false."
